#                      Published-Value
#      Spectral-axis           Intensity
#             [km/s]               [Jy] 
              3293.5           0.001043
              3288.3           0.001633
                3283          -0.002203
              3277.7          -0.005074
              3272.5          -0.004029
              3267.2          -0.003428
              3261.9          -0.002694
              3256.7           0.001259
              3251.4           0.003373
              3246.1           0.001895
              3240.9          -0.002261
              3235.6          -0.003742
              3230.3          -0.002628
              3225.1          -0.003038
              3219.8           0.001202
              3214.6           0.004413
              3209.3           0.002981
                3204           0.003487
              3198.8           0.001096
              3193.5          -0.005161
              3188.2          -0.006127
                3183           0.000741
              3177.7           0.004769
              3172.4           0.001577
              3167.2           0.000397
              3161.9          -0.000078
              3156.7           0.001110
              3151.4           0.004259
              3146.1          -0.001440
              3140.9          -0.006659
              3135.6          -0.000863
              3130.4           0.004559
              3125.1           0.003151
              3119.8          -0.000718
              3114.6           0.000587
              3109.3           0.001072
                3104           0.000798
              3098.8           0.005162
              3093.5           0.005834
              3088.3           0.004915
                3083           0.005908
              3077.8           0.002341
              3072.5          -0.004017
              3067.2          -0.005757
                3062          -0.003742
              3056.7          -0.003334
              3051.5          -0.003690
              3046.2           0.000747
              3040.9           0.003705
              3035.7           0.001082
              3030.4          -0.000459
              3025.2          -0.002536
              3019.9          -0.005602
              3014.7          -0.003357
              3009.4           0.000360
              3004.1           0.000018
              2998.9          -0.000309
              2993.6           0.001404
              2988.4           0.000651
              2983.1          -0.003009
              2977.9          -0.002224
              2972.6           0.000817
              2967.3          -0.001959
              2962.1          -0.001889
              2956.8           0.004006
              2951.6           0.004443
              2946.3           0.000112
              2941.1          -0.000735
              2935.8           0.000887
              2930.6           0.003626
              2925.3           0.002129
              2920.1          -0.001106
              2914.8           0.002488
              2909.5           0.003830
              2904.3           0.001124
                2899           0.001580
              2893.8           0.002544
              2888.5           0.003029
              2883.3           0.006730
                2878           0.008343
              2872.8           0.004540
              2867.5          -0.001367
              2862.3          -0.003950
                2857           0.001132
              2851.8           0.003806
              2846.5          -0.000829
              2841.3          -0.004479
                2836          -0.005765
              2830.8          -0.008147
              2825.5          -0.006608
              2820.3          -0.000360
                2815           0.000972
              2809.8          -0.001711
              2804.5          -0.001476
              2799.3          -0.000273
                2794          -0.001586
              2788.8          -0.005316
              2783.5          -0.005367
              2778.3          -0.004307
                2773          -0.006613
              2767.8          -0.003156
              2762.5           0.003475
              2757.3           0.002958
                2752           0.002974
              2746.8           0.004851
              2741.5           0.002589
              2736.3           0.000156
                2731           0.001984
              2725.8           0.004577
              2720.5           0.005084
              2715.3           0.000801
              2710.1          -0.007440
              2704.8          -0.009180
