#                      Published-Value
#      Spectral-axis           Intensity
#             [km/s]                [Jy]
              89.737           -0.007595
              91.647           -0.006646
              93.556           -0.005696
              95.465           -0.005696
              97.375           -0.004747
              99.284           -0.004747
             101.193           -0.004747
             103.103           -0.003798
             105.012           -0.003798
             106.921           -0.003798
             108.831           -0.002848
              110.74           -0.002848
             112.649           -0.002848
             114.558           -0.002848
             116.468           -0.002848
             118.377           -0.002848
             120.286           -0.002848
             122.196           -0.002848
             124.105           -0.002848
             126.014           -0.002848
             127.924           -0.002848
             129.833           -0.002848
             131.742           -0.002848
             133.652           -0.002848
             135.561           -0.002848
              137.47           -0.002848
              139.38           -0.001899
             141.289           -0.001899
             143.198           -0.001899
             145.107           -0.001899
             147.017           -0.001899
             148.926           -0.002848
             150.835           -0.002848
             152.745           -0.002848
             154.654           -0.002848
             156.563           -0.002848
             158.472           -0.002848
             160.382           -0.004747
             162.291           -0.004747
             164.201           -0.004747
              166.11           -0.004747
             168.019           -0.004747
             169.928           -0.004747
             171.838           -0.004747
             173.747           -0.004747
             175.656           -0.004747
             177.566           -0.002848
             179.475           -0.002848
             181.384           -0.002848
             183.293           -0.002848
             185.203           -0.001899
             187.112           -0.001899
             189.022           -0.001899
             190.931           -0.000949
              192.84           -0.000949
             194.749           -0.000949
             196.659           -0.000949
             198.568           -0.000949
             200.477           -0.000949
             202.387           -0.000949
             204.296                   0
             206.205                   0
             208.114            0.000949
             210.024            0.000949
             211.933            0.000949
             213.843            0.000949
             215.752            0.000949
             217.661            0.000949
              219.57            0.001899
              221.48            0.002848
             223.389            0.002848
             225.298            0.003798
             227.208            0.003798
             229.117            0.003798
             231.026            0.003798
             232.936            0.003798
             234.845            0.003798
             236.754            0.003798
             238.663            0.002848
             240.573            0.000949
             242.482                   0
             244.391                   0
             246.301                   0
              248.21           -0.000949
             250.119           -0.001899
             252.029           -0.002848
             253.938           -0.002848
             255.847           -0.003798
             257.757           -0.004747
             259.666           -0.005696
             261.575           -0.006646
             263.485           -0.007595
             265.394           -0.007595
             267.303           -0.007595
             269.212           -0.007595
             271.122           -0.007595
             273.031           -0.007595
              274.94           -0.006646
              276.85           -0.006646
             278.759           -0.005696
             280.668           -0.005696
             282.577           -0.003798
             284.487           -0.002848
             286.396           -0.002848
             288.305           -0.002848
             290.215           -0.002848
             292.124           -0.001899
             294.033           -0.000949
             295.943           -0.000949
             297.852                   0
