#                      Published-Value
#      Spectral-axis           Intensity
#             [km/s]                [Jy]
             19.6848           -0.628491
             32.8784            -3.65849
             46.0732            -1.77316
             59.2692             1.61818
             72.4663             8.47476
             85.6646             15.1731
              98.864             14.9218
             112.065             12.1432
             125.266             9.67247
             138.469             8.36732
             151.673             9.53184
             164.879             11.4306
             178.085             14.3774
             191.293              17.078
             204.501             16.3559
             217.711             9.34123
             230.922             2.29508
             244.135            0.232011
             257.348            0.152341
             270.563           0.0172436
             283.778           0.0489276
             296.995           0.0684858
             310.213           0.0532811
             323.432           0.0237997
             336.653           0.0492773
             349.874          -0.0445999
             363.097          -0.0326121
             376.321           0.0317178
             389.546           0.0720835
             402.772          -0.0245205
                 416           0.0178533
             429.228          -0.0734768
             442.458          -0.0471025
             455.689          -0.0537693
             468.921          -0.0255652
             482.154          -0.0405187
             495.388          -0.0716156
             508.624          -0.0965425
             521.861           0.0254369
             535.098           -0.157302
             548.337           0.0347043
             561.578           -0.162026
             574.819          -0.0875807
             588.062            0.428876
             601.305            0.292845
              614.55           -0.253591
             627.796           0.0687126
             641.043           -0.165974
             654.292           0.0146252
             667.541          -0.0598449
             680.792           0.0295243
             694.044          -0.0669369
             707.297         0.000225457
             720.551          -0.0359305
             733.807          -0.0556558
             747.063           0.0202244
             760.321           0.0694494
              773.58            0.064576
              786.84            0.106124
