#                      Published-Value
#      Spectral-axis           Intensity
#             [km/s]               [Jy] 
              3293.5           0.003519
              3288.3          -0.001990
                3283          -0.000528
              3277.7           0.001848
              3272.5           0.000722
              3267.2           0.001081
              3261.9           0.001104
              3256.7          -0.000508
              3251.4           0.000775
              3246.1           0.002266
              3240.9          -0.000836
              3235.6          -0.001990
              3230.3          -0.002386
              3225.1          -0.001845
              3219.8          -0.001047
              3214.6          -0.001480
              3209.3           0.000132
                3204           0.004378
              3198.8           0.003732
              3193.5          -0.001054
              3188.2          -0.004950
                3183          -0.003607
              3177.7          -0.001197
              3172.4          -0.001941
              3167.2           0.000483
              3161.9           0.006805
              3156.7           0.005823
              3151.4           0.000379
              3146.1          -0.000035
              3140.9           0.002531
              3135.6           0.001938
              3130.4          -0.001268
              3125.1          -0.001592
              3119.8          -0.002626
              3114.6          -0.006033
              3109.3          -0.002822
                3104          -0.000896
              3098.8          -0.004102
              3093.5          -0.004255
              3088.3          -0.001633
                3083          -0.002062
              3077.8          -0.001754
              3072.5           0.002030
              3067.2           0.003796
                3062           0.001695
              3056.7           0.001584
              3051.5           0.000333
              3046.2          -0.002638
              3040.9          -0.001078
              3035.7           0.002321
              3030.4           0.001675
              3025.2           0.002689
              3019.9           0.004540
              3014.7           0.004295
              3009.4           0.002988
              3004.1           0.000848
              2998.9          -0.001695
              2993.6          -0.003053
              2988.4          -0.000170
              2983.1           0.001513
              2977.9          -0.002273
              2972.6          -0.001615
              2967.3           0.003016
              2962.1           0.004273
              2956.8           0.002809
              2951.6           0.001297
              2946.3          -0.000875
              2941.1          -0.000905
              2935.8           0.000936
              2930.6           0.001273
              2925.3          -0.000546
              2920.1          -0.000605
              2914.8           0.000574
              2909.5           0.001967
              2904.3           0.001421
                2899           0.000169
              2893.8          -0.001699
              2888.5          -0.002374
              2883.3           0.000121
                2878           0.000881
              2872.8          -0.001205
              2867.5          -0.001935
              2862.3          -0.002162
                2857          -0.000768
              2851.8           0.003012
              2846.5           0.006081
              2841.3           0.003552
                2836           0.001478
              2830.8           0.002041
              2825.5          -0.000077
              2820.3          -0.002477
                2815          -0.002507
              2809.8          -0.003194
              2804.5          -0.002499
              2799.3           0.000281
                2794           0.001187
              2788.8          -0.000576
              2783.5           0.000499
              2778.3           0.001447
                2773          -0.000008
              2767.8          -0.000164
              2762.5          -0.001663
              2757.3          -0.004629
                2752          -0.002793
              2746.8           0.000414
              2741.5           0.001543
              2736.3           0.000888
                2731           0.001376
              2725.8           0.000912
              2720.5           0.000532
              2715.3           0.000355
              2710.1          -0.001585
              2704.8          -0.004828
              2699.6          -0.006476
              2694.3          -0.005267
              2689.1          -0.003628
              2683.8          -0.003177
              2678.6          -0.000752
              2673.3           0.003243
              2668.1           0.003320
              2662.8           0.000262
              2657.6           0.002945
              2652.4           0.004370
              2647.1           0.000480
              2641.9          -0.001889
              2636.6          -0.001834
              2631.4          -0.003435
              2626.1          -0.004048
              2620.9          -0.001517
              2615.6           0.000734
              2610.4           0.000445
              2605.2           0.001471
              2599.9           0.003960
              2594.7           0.001248
              2589.4          -0.002940
              2584.2          -0.000891
              2578.9           0.000863
              2573.7           0.000475
              2568.5          -0.000445
              2563.2          -0.000503
                2558           0.000525
              2552.7          -0.000384
              2547.5          -0.001837
              2542.3          -0.000030
                2537           0.002696
              2531.8           0.003547
              2526.5           0.001738
              2521.3           0.001145
              2516.1          -0.000963
              2510.8           0.000117
              2505.6           0.003936
              2500.3           0.001626
              2495.1           0.000580
              2489.9           0.004648
              2484.6           0.001566
              2479.4          -0.001721
              2474.1           0.001465
              2468.9           0.001962
              2463.7          -0.001017
              2458.4          -0.001573
              2453.2          -0.000711
                2448          -0.000721
              2442.7          -0.003268
              2437.5          -0.003028
              2432.2          -0.000799
                2427           0.000137
              2421.8          -0.000918
              2416.5          -0.001427
              2411.3           0.000321
              2406.1           0.002087
              2400.8           0.001253
              2395.6          -0.002633
              2390.4          -0.003466
              2385.1           0.000892
              2379.9           0.000385
              2374.7          -0.002031
              2369.4          -0.001365
              2364.2           0.000770
              2358.9          -0.000007
              2353.7          -0.002679
              2348.5           0.000300
              2343.2           0.003909
                2338           0.001367
              2332.8          -0.000154
              2327.5           0.000915
              2322.3           0.004993
              2317.1           0.006672
              2311.8           0.002192
              2306.6           0.000042
              2301.4           0.002353
              2296.2          -0.001138
              2290.9          -0.007194
              2285.7          -0.004222
              2280.5           0.005208
              2275.2           0.006897
                2270           0.002433
              2264.8           0.003680
              2259.5           0.003425
              2254.3           0.002365
              2249.1           0.002804
              2243.8           0.001767
              2238.6           0.001308
              2233.4           0.000987
              2228.1          -0.001932
              2222.9          -0.005876
              2217.7          -0.005411
              2212.5           0.001038
              2207.2           0.007570
                2202           0.012320
              2196.8           0.010489
              2191.5           0.002219
              2186.3          -0.004466
              2181.1          -0.005148
              2175.9           0.002923
              2170.6          -0.004199
              2165.4           0.003110
              2160.2           0.004768
                2155          -0.004026
              2149.7          -0.001722
              2144.5           0.015721
              2139.3           0.016179
                2134           0.013045
              2128.8           0.004567
              2123.6           0.008841
              2118.4           0.004709
              2113.1           0.000445
              2107.9           0.004382
              2102.7           0.005068
              2097.5           0.001149
              2092.2           0.002151
                2087           0.000017
              2081.8          -0.000498
              2076.6          -0.000421
              2071.3           0.000759
              2066.1           0.001071
              2060.9          -0.002832
              2055.7          -0.001005
              2050.4           0.000069
              2045.2           0.002438
                2040           0.004302
              2034.8           0.004168
              2029.5           0.003217
              2024.3           0.002104
              2019.1           0.002448
              2013.9           0.002523
              2008.7           0.001891
              2003.4           0.002264
              1998.2           0.004887
                1993           0.005836
              1987.8           0.004362
              1982.6          -0.000881
              1977.3          -0.004923
              1972.1          -0.002331
              1966.9           0.000670
              1961.7           0.000387
              1956.4          -0.002151
              1951.2          -0.003748
                1946          -0.001463
              1940.8           0.000311
              1935.6          -0.000280
              1930.3          -0.002214
              1925.1           0.000118
              1919.9           0.002071
              1914.7           0.001894
              1909.5           0.001503
              1904.3           0.001877
                1899           0.000636
              1893.8           0.001090
              1888.6           0.004122
              1883.4           0.001504
              1878.2          -0.003953
              1872.9          -0.001559
              1867.7           0.003086
              1862.5           0.003316
              1857.3           0.000384
              1852.1           0.001110
              1846.9           0.002166
              1841.6           0.000596
              1836.4           0.001975
              1831.2           0.004540
                1826           0.006014
              1820.8           0.004826
              1815.6          -0.002161
              1810.3          -0.003814
              1805.1          -0.000819
              1799.9           0.000363
              1794.7           0.000970
              1789.5           0.000561
              1784.3          -0.003354
              1779.1          -0.005920
              1773.8          -0.003677
              1768.6           0.001551
              1763.4           0.003463
              1758.2           0.003315
                1753           0.002095
              1747.8           0.001767
              1742.6           0.002829
              1737.4           0.000340
              1732.1          -0.001232
              1726.9           0.002980
              1721.7           0.004814
              1716.5           0.001408
              1711.3          -0.003394
              1706.1          -0.003831
              1700.9          -0.002935
              1695.7          -0.002928
              1690.4          -0.003626
              1685.2          -0.001135
                1680           0.001650
              1674.8           0.001294
              1669.6           0.001758
              1664.4           0.004185
              1659.2           0.002570
                1654          -0.001628
              1648.8          -0.003610
              1643.6          -0.003136
              1638.3          -0.005855
              1633.1          -0.008610
              1627.9          -0.005964
              1622.7           0.000252
              1617.5          -0.000220
              1612.3          -0.002046
              1607.1           0.001155
              1601.9           0.003850
              1596.7           0.001956
              1591.5          -0.003269
              1586.3          -0.008018
              1581.1          -0.003393
              1575.8           0.000292
              1570.6          -0.000662
              1565.4           0.000453
              1560.2          -0.000641
                1555          -0.001156
              1549.8           0.001385
              1544.6          -0.000003
              1539.4          -0.001931
              1534.2          -0.002150
                1529          -0.002216
              1523.8          -0.002656
              1518.6          -0.000795
              1513.4           0.000016
              1508.2           0.000106
                1503           0.001605
              1497.8           0.002067
              1492.6          -0.002264
              1487.3          -0.002164
              1482.1           0.002359
              1476.9           0.004162
              1471.7           0.003461
              1466.5           0.003253
              1461.3           0.003939
              1456.1           0.003032
              1450.9           0.001290
              1445.7           0.003353
              1440.5           0.002271
              1435.3          -0.001812
              1430.1          -0.001444
              1424.9           0.000450
              1419.7          -0.002217
              1414.5          -0.005274
              1409.3          -0.006008
              1404.1          -0.002807
              1398.9          -0.002870
              1393.7          -0.006348
              1388.5          -0.007078
              1383.3          -0.002575
              1378.1           0.000979
              1372.9           0.000653
              1367.7           0.000618
              1362.5           0.000517
              1357.3          -0.001979
              1352.1          -0.000897
              1346.9          -0.001291
              1341.7          -0.002930
              1336.5          -0.000798
              1331.3          -0.000840
              1326.1          -0.002218
              1320.9          -0.000214
              1315.7          -0.001508
              1310.5          -0.000490
              1305.3           0.004293
              1300.1           0.007059
              1294.9           0.004798
              1289.7           0.000786
              1284.5           0.001967
              1279.3           0.006543
              1274.1           0.005163
              1268.9          -0.000381
              1263.7          -0.002424
              1258.5           0.001723
              1253.3           0.005454
              1248.1           0.005319
                1243           0.001361
              1237.8           0.000283
              1232.6           0.002835
              1227.4           0.003312
              1222.2           0.002059
                1217           0.003639
              1211.8           0.005026
              1206.6           0.003383
              1201.4           0.001853
              1196.2           0.002682
                1191           0.001061
              1185.8          -0.000732
              1180.6          -0.000045
              1175.4           0.001455
              1170.2           0.000984
                1165           0.002014
              1159.8           0.002903
              1154.7           0.001755
              1149.5           0.001012
              1144.3           0.000739
              1139.1          -0.002241
              1133.9          -0.001543
              1128.7          -0.001259
              1123.5          -0.003927
              1118.3          -0.003599
              1113.1          -0.001440
              1107.9          -0.001599
              1102.7          -0.002667
              1097.5          -0.004093
              1092.4          -0.003943
              1087.2          -0.002981
                1082          -0.001715
              1076.8          -0.001148
              1071.6          -0.000390
              1066.4          -0.000646
              1061.2           0.000034
                1056           0.001275
              1050.8           0.002333
              1045.6           0.001731
              1040.5           0.000431
              1035.3          -0.001952
              1030.1          -0.003533
              1024.9          -0.002631
              1019.7          -0.003172
              1014.5          -0.005605
              1009.3          -0.002213
              1004.1           0.001968
                 999           0.001624
               993.8          -0.002516
               988.6          -0.004953
               983.4          -0.003387
               978.2           0.000247
                 973           0.004053
               967.8           0.006140
               962.6           0.002990
               957.5          -0.001132
               952.3          -0.005297
               947.1          -0.004521
               941.9          -0.001181
               936.7           0.003075
               931.5           0.011638
               926.3           0.026049
               921.2           0.053293
                 916           0.115164
               910.8           0.210609
               905.6           0.300600
               900.4           0.338065
               895.2           0.323483
               890.1           0.286913
               884.9           0.250802
               879.7           0.219704
               874.5           0.201173
               869.3           0.192474
               864.1           0.186064
                 859           0.177832
               853.8           0.168901
               848.6           0.161106
               843.4           0.153579
               838.2           0.147313
               833.1           0.146108
               827.9           0.144069
               822.7           0.139411
               817.5           0.135389
               812.3           0.133197
               807.1           0.131682
                 802           0.133194
               796.8           0.134715
               791.6           0.131809
               786.4           0.125829
               781.2           0.127944
               776.1           0.131673
               770.9           0.131842
               765.7           0.135167
               760.5           0.139009
               755.4           0.141779
               750.2           0.144952
                 745           0.143829
               739.8           0.144194
               734.6           0.142373
               729.5           0.138021
               724.3           0.137519
               719.1           0.141400
               713.9           0.148401
               708.7           0.157425
               703.6           0.162961
               698.4           0.172162
               693.2           0.184440
                 688           0.196556
               682.9           0.209345
               677.7           0.224942
               672.5           0.242551
               667.3           0.262816
               662.2           0.290741
                 657           0.315734
               651.8           0.295459
               646.6           0.223019
               641.5           0.136104
               636.3           0.068790
               631.1           0.031663
               625.9           0.014372
               620.8           0.004521
               615.6          -0.002527
               610.4          -0.005447
               605.2          -0.001049
               600.1           0.002546
               594.9           0.002797
               589.7           0.000888
               584.5           0.000581
               579.4           0.001733
               574.2          -0.000077
                 569          -0.001141
               563.9           0.003045
               558.7           0.003275
               553.5           0.001346
               548.3           0.001696
               543.2           0.002901
                 538          -0.000470
               532.8          -0.004767
               527.7          -0.004426
               522.5          -0.000768
               517.3          -0.000639
               512.1          -0.003810
                 507          -0.005505
               501.8          -0.004452
               496.6          -0.002249
               491.5           0.002455
               486.3           0.003999
               481.1           0.003013
                 476          -0.000533
               470.8          -0.003600
               465.6          -0.003133
               460.4          -0.000913
               455.3           0.001229
               450.1           0.003576
               444.9           0.002591
               439.8           0.002064
               434.6           0.001522
               429.4           0.000311
               424.3          -0.000639
               419.1          -0.001969
               413.9          -0.002839
               408.8           0.000177
               403.6           0.001279
               398.4           0.000760
               393.3           0.001619
               388.1           0.001287
               382.9          -0.000855
               377.8           0.001120
               372.6           0.001547
               367.4           0.001983
               362.3           0.002208
               357.1           0.002881
               351.9           0.002682
               346.8           0.002229
               341.6           0.003010
               336.4           0.000368
               331.3          -0.001832
               326.1           0.000056
                 321           0.000748
               315.8           0.002613
               310.6           0.002909
               305.5           0.003424
               300.3           0.003668
               295.1           0.001944
                 290           0.000705
               284.8           0.002025
               279.6          -0.001391
               274.5          -0.005801
               269.3          -0.004494
               264.2           0.000433
                 259           0.001718
