#                      Published-Value
#      Spectral-axis           Intensity
#             [km/s]               [Jy] 
              3293.5          -0.006342
              3288.3          -0.001893
                3283           0.004378
              3277.7           0.004127
              3272.5          -0.000940
              3267.2          -0.000661
              3261.9           0.000429
              3256.7          -0.000654
              3251.4          -0.000252
              3246.1          -0.000159
              3240.9           0.000552
              3235.6           0.003861
              3230.3           0.006875
              3225.1           0.006892
              3219.8           0.002868
              3214.6           0.001140
              3209.3          -0.001076
                3204          -0.003847
              3198.8          -0.000752
              3193.5           0.001387
              3188.2           0.000375
                3183          -0.001570
              3177.7          -0.001948
              3172.4          -0.000645
              3167.2          -0.000525
              3161.9          -0.003796
              3156.7          -0.003429
              3151.4           0.003427
              3146.1           0.004620
              3140.9           0.001801
              3135.6           0.001178
              3130.4          -0.000250
              3125.1          -0.001125
              3119.8          -0.001796
              3114.6          -0.002615
              3109.3          -0.005030
                3104          -0.006232
              3098.8          -0.004140
              3093.5          -0.003767
              3088.3          -0.006918
                3083          -0.006311
              3077.8          -0.002897
              3072.5          -0.002846
              3067.2          -0.005589
                3062          -0.004470
              3056.7          -0.001619
              3051.5          -0.001240
              3046.2          -0.000637
              3040.9           0.000968
              3035.7          -0.000459
              3030.4          -0.002653
              3025.2          -0.001819
              3019.9           0.001153
              3014.7           0.003207
              3009.4           0.000524
              3004.1          -0.003357
              2998.9          -0.001564
              2993.6           0.002880
              2988.4           0.003026
              2983.1           0.000522
              2977.9           0.000554
              2972.6           0.002531
              2967.3           0.002471
              2962.1          -0.000889
              2956.8          -0.004140
              2951.6          -0.003713
              2946.3          -0.001512
              2941.1          -0.003477
              2935.8          -0.005391
              2930.6          -0.003060
              2925.3          -0.002536
              2920.1          -0.002718
              2914.8          -0.000057
              2909.5           0.001517
              2904.3          -0.001041
                2899          -0.003320
              2893.8           0.001311
              2888.5           0.005301
              2883.3           0.003453
                2878           0.001765
              2872.8           0.000804
              2867.5          -0.001148
              2862.3           0.001397
                2857           0.005067
              2851.8           0.004072
              2846.5           0.004602
              2841.3           0.007011
                2836           0.004553
              2830.8           0.000234
              2825.5           0.000172
              2820.3           0.001951
                2815           0.000767
              2809.8           0.000838
              2804.5           0.002980
              2799.3           0.002705
                2794           0.002889
              2788.8           0.003391
              2783.5           0.001371
              2778.3           0.001325
                2773           0.001638
              2767.8           0.001486
              2762.5          -0.002079
              2757.3          -0.005652
                2752          -0.002944
              2746.8          -0.000391
              2741.5          -0.001945
              2736.3          -0.002104
                2731           0.003574
              2725.8           0.007199
              2720.5           0.001522
              2715.3          -0.001428
              2710.1           0.004107
              2704.8           0.005874
              2699.6           0.001038
              2694.3           0.000418
              2689.1           0.004488
              2683.8           0.004691
              2678.6           0.001831
              2673.3           0.003374
              2668.1           0.003889
              2662.8           0.002905
              2657.6           0.006000
              2652.4           0.007232
              2647.1           0.003764
              2641.9           0.000889
              2636.6          -0.000689
              2631.4           0.001047
              2626.1           0.002754
              2620.9          -0.000705
              2615.6          -0.003641
              2610.4          -0.001678
              2605.2           0.000629
              2599.9           0.002440
              2594.7           0.003964
              2589.4           0.002641
              2584.2          -0.001462
              2578.9          -0.003196
              2573.7          -0.000408
              2568.5           0.002952
              2563.2           0.003889
                2558           0.003394
              2552.7          -0.000847
              2547.5          -0.006090
              2542.3          -0.005683
                2537          -0.001136
              2531.8           0.002246
              2526.5           0.002533
              2521.3           0.001252
              2516.1           0.001030
              2510.8           0.001682
              2505.6           0.001584
              2500.3           0.000745
              2495.1           0.002918
              2489.9           0.003606
              2484.6           0.000918
              2479.4           0.002401
              2474.1           0.005564
              2468.9           0.003252
              2463.7           0.001473
              2458.4           0.000860
              2453.2          -0.002148
                2448          -0.002761
              2442.7           0.000895
              2437.5           0.001766
              2432.2          -0.000208
                2427          -0.003637
              2421.8          -0.003569
              2416.5           0.000770
              2411.3           0.002772
              2406.1           0.004464
              2400.8           0.005004
              2395.6           0.001703
              2390.4           0.000018
              2385.1          -0.000817
              2379.9          -0.001278
              2374.7           0.000436
              2369.4           0.003052
              2364.2           0.004592
              2358.9           0.005846
              2353.7           0.006426
              2348.5           0.006205
              2343.2           0.004593
                2338           0.000593
              2332.8          -0.002124
              2327.5           0.000344
              2322.3           0.005677
              2317.1           0.005389
              2311.8          -0.000931
              2306.6          -0.003502
              2301.4          -0.002531
              2296.2           0.000282
              2290.9           0.004966
              2285.7           0.005194
              2280.5           0.001043
              2275.2           0.002476
                2270           0.007363
              2264.8           0.007834
              2259.5           0.004979
              2254.3           0.004020
              2249.1           0.000417
              2243.8          -0.002593
              2238.6           0.002315
              2233.4           0.005582
              2228.1           0.002151
              2222.9           0.002445
              2217.7           0.004967
              2212.5           0.001836
              2207.2           0.000108
                2202           0.002964
              2196.8           0.003545
              2191.5           0.003713
              2186.3           0.004234
              2181.1           0.003130
              2175.9           0.003651
              2170.6           0.003921
              2165.4           0.004608
              2160.2           0.006325
                2155           0.004917
              2149.7           0.004230
              2144.5           0.004956
              2139.3           0.005341
                2134           0.006346
              2128.8           0.009174
              2123.6           0.008993
              2118.4           0.010146
              2113.1           0.012419
              2107.9           0.009434
              2102.7           0.005135
              2097.5           0.005910
              2092.2           0.009545
                2087           0.010522
              2081.8           0.010456
              2076.6           0.011491
              2071.3           0.008685
              2066.1           0.003388
              2060.9           0.002418
              2055.7           0.006174
              2050.4           0.008573
              2045.2           0.009642
                2040           0.007301
              2034.8           0.002528
              2029.5           0.002666
              2024.3           0.003065
              2019.1          -0.000659
              2013.9           0.000302
              2008.7           0.005897
              2003.4           0.009443
              1998.2           0.007130
                1993           0.002522
              1987.8           0.001875
              1982.6           0.005055
              1977.3           0.006336
              1972.1           0.004657
              1966.9           0.004081
              1961.7           0.004734
              1956.4           0.005826
              1951.2           0.006099
                1946           0.004499
              1940.8           0.002397
              1935.6           0.000298
              1930.3           0.001678
              1925.1           0.002922
              1919.9           0.005539
              1914.7           0.009329
              1909.5           0.007112
              1904.3           0.003483
                1899           0.004467
              1893.8           0.003730
              1888.6          -0.001631
              1883.4          -0.002769
              1878.2           0.003221
              1872.9           0.005832
              1867.7           0.005560
              1862.5           0.004044
              1857.3           0.000903
              1852.1           0.000088
              1846.9           0.005297
              1841.6           0.009890
              1836.4           0.009036
              1831.2           0.003706
                1826          -0.000109
              1820.8           0.002456
              1815.6           0.005199
              1810.3           0.002642
              1805.1          -0.000348
              1799.9          -0.002168
              1794.7           0.000282
              1789.5           0.002696
              1784.3          -0.000041
              1779.1          -0.003044
              1773.8          -0.002089
              1768.6          -0.000788
              1763.4          -0.003547
              1758.2          -0.006590
                1753          -0.002972
              1747.8           0.001353
              1742.6           0.000355
              1737.4          -0.004075
              1732.1          -0.003892
              1726.9           0.000445
              1721.7           0.003283
              1716.5          -0.000717
              1711.3          -0.006362
              1706.1          -0.005249
              1700.9          -0.001367
              1695.7           0.000486
              1690.4           0.001408
              1685.2          -0.001133
                1680          -0.002281
              1674.8          -0.001127
              1669.6          -0.004052
              1664.4          -0.007577
              1659.2          -0.002652
                1654           0.001227
              1648.8          -0.002167
              1643.6          -0.005830
              1638.3          -0.007223
              1633.1          -0.007837
              1627.9          -0.006021
              1622.7          -0.003514
              1617.5          -0.001821
              1612.3          -0.002302
              1607.1          -0.000282
              1601.9           0.001044
              1596.7          -0.003896
              1591.5          -0.007254
              1586.3          -0.005096
              1581.1          -0.003497
              1575.8          -0.001984
              1570.6           0.002315
              1565.4           0.002166
              1560.2          -0.003022
                1555          -0.002188
              1549.8           0.001475
              1544.6           0.001676
              1539.4           0.001765
              1534.2           0.001367
                1529          -0.000000
              1523.8          -0.001233
              1518.6          -0.003424
              1513.4          -0.003458
              1508.2          -0.002523
                1503          -0.003223
              1497.8          -0.004922
              1492.6          -0.003162
              1487.3           0.000348
              1482.1           0.000081
              1476.9          -0.003545
              1471.7          -0.004553
              1466.5          -0.003979
              1461.3          -0.003817
              1456.1          -0.002599
              1450.9           0.000043
              1445.7           0.001418
              1440.5           0.000722
              1435.3           0.001926
              1430.1           0.004814
              1424.9           0.003974
              1419.7           0.004042
              1414.5           0.008830
              1409.3           0.008486
              1404.1           0.004354
              1398.9           0.005554
              1393.7           0.007654
              1388.5           0.005563
              1383.3           0.001428
              1378.1          -0.000108
              1372.9          -0.000677
              1367.7          -0.001219
              1362.5           0.000611
              1357.3           0.004891
              1352.1           0.002839
              1346.9          -0.000435
              1341.7           0.000435
              1336.5          -0.000125
              1331.3          -0.001952
              1326.1          -0.002096
              1320.9          -0.001749
              1315.7          -0.001635
              1310.5           0.001496
              1305.3           0.005843
              1300.1           0.005676
              1294.9           0.004332
              1289.7           0.001220
              1284.5           0.000587
              1279.3           0.003220
              1274.1           0.001727
              1268.9          -0.000238
              1263.7          -0.000281
              1258.5          -0.000192
              1253.3           0.001669
              1248.1           0.000940
                1243           0.000762
              1237.8           0.000698
              1232.6          -0.001942
              1227.4          -0.001963
              1222.2           0.000241
                1217          -0.000679
              1211.8          -0.002615
              1206.6          -0.003671
              1201.4          -0.001319
              1196.2           0.000376
                1191           0.001146
              1185.8           0.001954
              1180.6          -0.000018
              1175.4          -0.003002
              1170.2          -0.004244
                1165          -0.005238
              1159.8          -0.003193
              1154.7          -0.001230
              1149.5          -0.002581
              1144.3          -0.002447
              1139.1           0.001164
              1133.9           0.001335
              1128.7          -0.002706
              1123.5          -0.003899
              1118.3          -0.002123
              1113.1          -0.000588
              1107.9           0.002882
              1102.7           0.005873
              1097.5           0.003860
              1092.4          -0.000448
              1087.2          -0.000922
                1082           0.000445
              1076.8          -0.000195
              1071.6          -0.002834
              1066.4          -0.002892
              1061.2          -0.000805
                1056           0.003815
              1050.8           0.005569
              1045.6           0.001915
              1040.5          -0.001845
              1035.3          -0.002768
              1030.1           0.000100
              1024.9           0.003067
              1019.7           0.001313
              1014.5          -0.001690
              1009.3          -0.003270
              1004.1          -0.003121
                 999          -0.002960
               993.8          -0.002529
               988.6          -0.001656
               983.4           0.000621
               978.2           0.000346
                 973          -0.003634
               967.8          -0.005153
               962.6          -0.002981
               957.5          -0.000719
               952.3           0.000971
               947.1          -0.000423
               941.9          -0.002639
               936.7          -0.002017
               931.5           0.000420
               926.3          -0.000003
               921.2          -0.002316
                 916          -0.005220
               910.8          -0.008270
               905.6          -0.008560
               900.4          -0.004458
               895.2          -0.001211
               890.1          -0.000693
               884.9          -0.000107
               879.7           0.001073
               874.5           0.000315
               869.3          -0.000505
               864.1          -0.001095
                 859          -0.002978
               853.8          -0.005751
               848.6          -0.008209
               843.4          -0.008720
               838.2          -0.004492
               833.1          -0.002300
               827.9          -0.002992
               822.7          -0.006290
               817.5          -0.008682
               812.3          -0.008692
               807.1          -0.005081
                 802           0.004415
               796.8           0.017068
               791.6           0.035940
               786.4           0.071058
               781.2           0.142726
               776.1           0.270967
               770.9           0.451336
               765.7           0.674543
               760.5           0.908945
               755.4           1.106827
               750.2           1.252248
                 745           1.342810
               739.8           1.381146
               734.6           1.380988
               729.5           1.358944
               724.3           1.342420
               719.1           1.332013
               713.9           1.335071
               708.7           1.337250
               703.6           1.329926
               698.4           1.326958
               693.2           1.337023
                 688           1.355014
               682.9           1.352464
               677.7           1.345473
               672.5           1.331530
               667.3           1.339858
               662.2           1.360100
                 657           1.366846
               651.8           1.351057
               646.6           1.312792
               641.5           1.258920
               636.3           1.208239
               631.1           1.187478
               625.9           1.195370
               620.8           1.202105
               615.6           1.209483
               610.4           1.248316
               605.2           1.290331
               600.1           1.334990
               594.9           1.367669
               589.7           1.389226
               584.5           1.399092
               579.4           1.404039
               574.2           1.417758
                 569           1.436032
               563.9           1.461374
               558.7           1.498932
               553.5           1.550829
               548.3           1.615003
               543.2           1.690593
                 538           1.771944
               532.8           1.849014
               527.7           1.898004
               522.5           1.923631
               517.3           1.950742
               512.1           1.994938
                 507           2.047989
               501.8           2.090856
               496.6           2.101373
