#                      Published-Value
#      Spectral-axis           Intensity
#             [km/s]                [Jy]
             1033.85              0.0035
             1037.94              0.0035
             1042.02              0.0035
             1046.11              0.0046
             1050.19              0.0046
             1054.29              0.0056
             1058.39              0.0066
             1062.47              0.0066
             1066.53              0.0056
             1070.59              0.0035
             1074.64              0.0014
             1078.68             -0.0017
             1082.74             -0.0038
             1086.79             -0.0058
             1090.84             -0.0079
             1094.91             -0.0089
             1099.01             -0.0079
             1103.12             -0.0058
             1107.23             -0.0038
             1111.39              0.0024
             1115.53              0.0066
             1119.65              0.0097
             1123.77              0.0128
              1127.9              0.0159
             1132.01               0.018
             1136.09               0.018
             1140.17               0.018
             1144.22              0.0159
             1148.28              0.0138
             1152.33              0.0117
             1156.39              0.0097
             1160.43              0.0065
             1164.49              0.0055
             1168.55              0.0034
             1172.61              0.0024
              1176.7              0.0024
             1180.79              0.0034
             1184.89              0.0044
             1188.98              0.0055
             1193.08              0.0065
             1197.13              0.0044
             1201.17              0.0013
             1205.23             -0.0008
             1209.24             -0.0059
             1213.28              -0.009
             1217.35             -0.0101
             1221.41             -0.0111
             1225.49             -0.0111
             1229.56             -0.0122
              1233.6             -0.0153
             1237.61             -0.0205
             1241.67             -0.0225
             1245.71             -0.0257
             1249.78             -0.0267
             1253.89             -0.0246
             1257.99             -0.0226
             1262.15             -0.0174
             1266.28             -0.0132
             1270.39             -0.0112
             1274.49             -0.0101
             1278.56             -0.0112
             1282.64             -0.0112
             1286.73             -0.0101
             1290.87              -0.006
             1295.01             -0.0019
             1299.13              0.0012
             1303.24              0.0033
             1307.35              0.0054
              1311.5              0.0106
             1315.58              0.0106
             1319.65              0.0095
             1323.72              0.0085
             1327.76              0.0054
             1331.82              0.0043
             1335.88              0.0022
             1339.95              0.0012
             1344.03              0.0012
             1348.14              0.0033
             1352.26              0.0064
             1356.41              0.0116
             1360.53              0.0147
             1364.66              0.0178
             1368.77              0.0198
             1372.88              0.0219
             1376.96              0.0219
                1381              0.0188
             1385.04              0.0157
             1389.06              0.0115
             1393.09              0.0074
             1397.07              0.0001
             1401.07             -0.0061
             1405.07             -0.0123
              1409.1             -0.0165
             1413.14             -0.0196
