#                      Published-Value
#      Spectral-axis           Intensity
#             [km/s]                [Jy]
             1132.01         -0.00145909
              1145.3          -0.0283466
              1158.6          -0.0228115
             1171.89           0.0129671
             1185.19         -0.00968655
             1198.48          -0.0063751
             1211.78         -0.00803454
             1225.08         -0.00978647
             1238.38         0.000519179
             1251.68         -0.00368824
             1264.98          -0.0133454
             1278.29         -0.00191198
             1291.59           0.0138729
              1304.9          0.00552063
              1318.2          0.00718283
             1331.51          0.00176898
             1344.82           0.0041352
             1358.13        -0.000679777
             1371.44          0.00870151
             1384.76           0.0141057
             1398.07          0.00081677
             1411.39          -0.0130809
              1424.7           0.0103499
             1438.02          -0.0109697
             1451.34           0.0106593
             1464.66          0.00363392
             1477.98          -0.0272491
              1491.3         -0.00904029
             1504.63          0.00335939
             1517.95         -0.00577465
             1531.28           0.0453903
              1544.6           0.0997743
             1557.93            0.142982
             1571.26            0.153866
             1584.59            0.152845
             1597.92             0.14505
             1611.26            0.127764
             1624.59            0.138794
             1637.92           0.0927216
             1651.26           0.0983548
              1664.6             0.11182
             1677.94            0.110943
             1691.28            0.128364
             1704.62            0.133086
             1717.96            0.157094
              1731.3            0.105615
             1744.65           0.0303487
                1758           0.0138106
             1771.34         -0.00386653
             1784.69          -0.0213222
             1798.04        -0.000514214
             1811.39          -0.0158344
             1824.74          -0.0198088
              1838.1          -0.0141271
             1851.45        -0.000772667
             1864.81        -0.000558536
             1878.16           0.0304282
             1891.52          -0.0111531
             1904.88           -0.014956
             1918.24         -0.00461058
              1931.6          0.00724255
             1944.96           0.0162178
             1958.33          0.00981051
             1971.69         -0.00328862
             1985.06         -0.00240718
             1998.42         -0.00784108
             2011.79            0.011703
             2025.16           0.0170317
             2038.53         -0.00837237
              2051.9         -0.00591494
             2065.28          0.00394241
             2078.65         -0.00483446
             2092.03          0.00310669
              2105.4          -0.0120918
             2118.78          0.00487114
             2132.16           0.0051098
