#                      Published-Value
#      Spectral-axis           Intensity
#             [km/s]               [Jy] 
              3293.5           0.005991
              3288.3           0.004962
                3283           0.001932
              3277.7           0.001177
              3272.5           0.004829
              3267.2           0.008728
              3261.9           0.004453
              3256.7          -0.000315
              3251.4          -0.008253
              3246.1          -0.017804
              3240.9          -0.015271
              3235.6          -0.005959
              3230.3          -0.003473
              3225.1          -0.000879
              3219.8           0.003902
              3214.6           0.002398
              3209.3           0.001594
                3204           0.007204
              3198.8           0.011772
              3193.5           0.007335
              3188.2           0.000095
                3183          -0.003193
              3177.7          -0.001906
              3172.4          -0.000580
              3167.2          -0.004048
              3161.9          -0.001681
              3156.7           0.004582
              3151.4           0.003631
              3146.1           0.002324
              3140.9           0.003098
              3135.6           0.000401
              3130.4          -0.003400
              3125.1          -0.001374
              3119.8           0.006227
              3114.6           0.007834
              3109.3           0.003575
                3104           0.000699
              3098.8          -0.005520
              3093.5          -0.011460
              3088.3          -0.003594
                3083           0.004476
              3077.8          -0.001827
              3072.5          -0.008487
              3067.2          -0.002259
                3062           0.005188
              3056.7           0.003680
              3051.5          -0.001259
              3046.2          -0.002016
              3040.9          -0.001783
              3035.7          -0.003870
              3030.4          -0.002900
              3025.2          -0.000614
              3019.9          -0.001017
              3014.7          -0.004147
              3009.4          -0.006454
              3004.1           0.000581
              2998.9           0.009333
              2993.6           0.013670
              2988.4           0.008545
              2983.1          -0.002381
              2977.9          -0.008847
              2972.6          -0.010412
              2967.3          -0.007322
              2962.1          -0.000861
              2956.8           0.001742
              2951.6           0.002621
              2946.3           0.005950
              2941.1           0.006999
              2935.8           0.002732
              2930.6          -0.000206
              2925.3           0.002068
              2920.1           0.005107
              2914.8           0.005611
              2909.5           0.002901
              2904.3           0.000452
                2899          -0.000653
              2893.8           0.002709
              2888.5           0.007112
              2883.3           0.005236
                2878           0.007440
              2872.8           0.009962
              2867.5           0.004298
              2862.3          -0.003336
                2857          -0.005190
              2851.8          -0.003908
              2846.5          -0.004369
              2841.3          -0.001522
                2836           0.000909
              2830.8          -0.003999
              2825.5          -0.005521
              2820.3          -0.002729
                2815          -0.002654
              2809.8          -0.001924
              2804.5          -0.001058
              2799.3          -0.003749
                2794          -0.001267
              2788.8           0.003446
              2783.5           0.002202
              2778.3          -0.000740
                2773          -0.000846
              2767.8           0.000263
              2762.5           0.001921
              2757.3           0.006441
                2752           0.010189
              2746.8           0.005156
              2741.5          -0.003648
              2736.3          -0.002269
                2731           0.003959
              2725.8           0.004494
              2720.5          -0.000325
              2715.3           0.001490
              2710.1           0.005291
              2704.8          -0.000089
              2699.6          -0.005100
              2694.3          -0.000994
              2689.1           0.001226
              2683.8           0.000226
              2678.6           0.001996
              2673.3           0.001881
              2668.1           0.000746
              2662.8           0.000963
              2657.6           0.003888
              2652.4           0.006359
              2647.1           0.004044
              2641.9          -0.003780
              2636.6          -0.006416
              2631.4          -0.003350
              2626.1          -0.004545
              2620.9          -0.004060
              2615.6          -0.003105
              2610.4          -0.003936
              2605.2           0.000119
              2599.9           0.008540
              2594.7           0.008696
              2589.4          -0.000076
              2584.2          -0.000826
              2578.9          -0.001710
              2573.7          -0.002689
              2568.5           0.002209
              2563.2           0.003081
                2558           0.000388
              2552.7           0.001664
              2547.5           0.004574
              2542.3           0.000699
                2537          -0.001236
              2531.8           0.000260
              2526.5          -0.002557
              2521.3          -0.000479
              2516.1           0.004016
              2510.8           0.005288
              2505.6           0.003913
              2500.3           0.006039
              2495.1           0.011446
              2489.9           0.009660
              2484.6           0.002388
              2479.4          -0.000693
              2474.1           0.001726
              2468.9           0.000986
              2463.7          -0.001930
              2458.4           0.000715
              2453.2           0.005078
                2448           0.006429
              2442.7           0.003842
              2437.5          -0.000817
              2432.2          -0.006750
                2427          -0.007932
              2421.8          -0.002084
              2416.5           0.004248
              2411.3           0.002120
              2406.1          -0.004155
              2400.8          -0.004057
              2395.6          -0.007649
              2390.4          -0.009832
              2385.1          -0.001432
              2379.9          -0.001425
              2374.7          -0.005949
              2369.4          -0.002328
              2364.2           0.000406
              2358.9          -0.001514
              2353.7          -0.005553
              2348.5          -0.004958
              2343.2          -0.004198
                2338          -0.007130
              2332.8          -0.004573
              2327.5           0.001183
              2322.3           0.004484
              2317.1           0.004465
              2311.8          -0.001146
              2306.6          -0.009450
              2301.4          -0.009153
              2296.2          -0.005136
              2290.9          -0.003437
              2285.7          -0.001394
              2280.5          -0.001375
              2275.2          -0.003041
                2270           0.001462
              2264.8           0.003509
              2259.5           0.000507
              2254.3           0.003954
              2249.1           0.003351
              2243.8          -0.000825
              2238.6           0.004066
              2233.4           0.007193
              2228.1           0.006456
              2222.9           0.010790
              2217.7           0.008396
              2212.5          -0.003178
              2207.2          -0.003438
                2202           0.001839
              2196.8          -0.004315
              2191.5          -0.009954
              2186.3          -0.009803
              2181.1          -0.004161
              2175.9           0.002916
              2170.6           0.002519
              2165.4          -0.003043
              2160.2          -0.003384
                2155           0.001355
              2149.7           0.003004
              2144.5           0.001776
              2139.3           0.001572
                2134          -0.000893
              2128.8          -0.002486
              2123.6          -0.001676
              2118.4          -0.002920
              2113.1          -0.004284
              2107.9          -0.006987
              2102.7          -0.009199
              2097.5          -0.006549
              2092.2          -0.002198
                2087          -0.002449
              2081.8          -0.004419
              2076.6          -0.004310
              2071.3          -0.002301
              2066.1           0.004274
              2060.9           0.005302
              2055.7           0.002548
              2050.4           0.003345
              2045.2          -0.002175
                2040          -0.005141
              2034.8          -0.002794
              2029.5          -0.004636
              2024.3          -0.004479
              2019.1          -0.001255
              2013.9          -0.000792
              2008.7          -0.001171
              2003.4          -0.000792
              1998.2          -0.000369
                1993           0.001607
              1987.8           0.004571
              1982.6           0.002076
              1977.3           0.000360
              1972.1           0.002343
              1966.9          -0.000016
              1961.7          -0.004192
              1956.4          -0.008909
              1951.2          -0.008231
                1946          -0.000912
              1940.8           0.004801
              1935.6           0.003857
              1930.3          -0.006056
              1925.1          -0.010673
              1919.9          -0.001005
              1914.7           0.005934
              1909.5          -0.001633
              1904.3          -0.011411
                1899          -0.007520
              1893.8           0.001406
              1888.6           0.009734
              1883.4           0.012975
              1878.2           0.008379
              1872.9           0.002040
