#                      Published-Value
#      Spectral-axis           Intensity
#             [km/s]                [Jy]
             531.468            0.061321
             534.266            0.061321
             537.063            0.056604
              539.86            0.051887
             542.657            0.042453
             545.455            0.035377
             548.252             0.03066
             551.049            0.021226
             553.846            0.009434
             556.643            0.007076
             559.441                   0
             562.238           -0.009434
             565.035           -0.014151
             567.832           -0.023585
             570.629            -0.03066
             573.427            -0.03066
             576.224            -0.03066
             579.021           -0.016509
             581.818           -0.009434
             584.615            0.009434
             587.413            0.023585
              590.21             0.03066
             593.007            0.033019
             595.804             0.03066
             598.601            0.028302
             601.399            0.025943
             604.196            0.025943
             606.993             0.03066
              609.79            0.035377
             612.587            0.042453
             615.385            0.049528
             618.182            0.049528
             620.979             0.04717
             623.776            0.042453
             626.573            0.040094
             629.371            0.035377
             632.168            0.028302
             634.965            0.021226
             637.762            0.011792
             640.559            0.007076
             643.357            0.002358
             646.154                   0
             648.951            0.002358
             651.748            0.004717
             654.545            0.007076
             657.343            0.009434
              660.14            0.018868
             662.937            0.023585
             665.734            0.025943
             668.532             0.03066
             671.329             0.03066
             674.126             0.03066
             676.923            0.025943
              679.72            0.021226
             682.518            0.016509
             685.315            0.007076
             688.112            0.002358
             690.909           -0.009434
             693.706           -0.011792
             696.504           -0.011792
             699.301           -0.011792
             702.098           -0.011792
             704.895           -0.007076
             707.692           -0.004717
              710.49           -0.002358
             713.287            0.004717
             716.084            0.007076
             718.881            0.009434
             721.678            0.016509
             724.476            0.016509
             727.273            0.016509
              730.07            0.011792
             732.867            0.007076
             735.664            0.007076
             738.462            0.004717
             741.259            0.004717
             744.056            0.004717
             746.853            0.004717
              749.65            0.007076
             752.448            0.009434
             755.245            0.009434
             758.042            0.011792
             760.839            0.011792
             763.636            0.007076
             766.434            0.004717
             769.231                   0
             772.028           -0.004717
             774.825           -0.011792
             777.622           -0.018868
              780.42           -0.025943
             783.217            -0.03066
             786.014            -0.03066
             788.811           -0.028302
             791.608           -0.023585
             794.406           -0.023585
             797.203           -0.025943
                 800           -0.025943
             802.797           -0.028302
             805.594           -0.033019
             808.392           -0.033019
             811.189           -0.033019
             813.986           -0.033019
             816.783           -0.033019
              819.58           -0.028302
             822.378           -0.023585
             825.175           -0.018868
             827.972           -0.014151
             830.769           -0.007076
             833.566           -0.007076
             836.364           -0.002358
             839.161                   0
             841.958            0.004717
             844.755            0.007076
             847.552            0.007076
              850.35            0.009434
             853.147            0.009434
             855.944            0.007076
             858.741            0.004717
             861.538            0.002358
             864.336                   0
             867.133           -0.002358
              869.93           -0.004717
             872.727           -0.004717
             875.524           -0.009434
             878.322           -0.009434
             881.119           -0.011792
             883.916           -0.011792
             886.713           -0.011792
              889.51           -0.011792
             892.308           -0.009434
             895.105           -0.007076
             897.902           -0.004717
             900.699           -0.002358
             903.496                   0
             906.294                   0
             909.091            0.004717
             911.888            0.004717
             914.685            0.009434
             917.482            0.011792
              920.28            0.014151
             923.077            0.014151
             925.874            0.014151
             928.671            0.014151
             931.468            0.011792
             934.266            0.009434
             937.063            0.007076
              939.86            0.004717
             942.657            0.004717
             945.455            0.004717
             948.252            0.002358
             951.049                   0
             953.846           -0.002358
             956.643           -0.002358
             959.441           -0.009434
             962.238           -0.011792
             965.035           -0.018868
             967.832           -0.023585
             970.629           -0.025943
             973.427           -0.025943
             976.224           -0.025943
             979.021           -0.021226
             981.818           -0.016509
             984.615           -0.009434
             987.413           -0.007076
              990.21           -0.002358
             993.007                   0
             995.804            0.007076
             998.601            0.009434
            1001.399            0.011792
            1004.196            0.014151
            1006.993            0.016509
             1009.79            0.016509
            1012.587            0.014151
            1015.385            0.007076
            1018.182            0.004717
            1020.979            0.002358
            1023.776           -0.002358
            1026.573           -0.007076
            1029.371           -0.011792
            1032.168           -0.014151
            1034.965           -0.021226
            1037.762           -0.023585
            1040.559           -0.023585
            1043.357           -0.018868
            1046.154           -0.014151
            1048.951           -0.011792
            1051.748           -0.007076
            1054.545           -0.004717
            1057.343           -0.002358
             1060.14           -0.002358
            1062.937           -0.004717
            1065.734           -0.009434
            1068.531           -0.009434
            1071.329           -0.011792
            1074.126           -0.011792
            1076.923           -0.009434
             1079.72           -0.007076
            1082.517           -0.004717
            1085.315           -0.004717
            1088.112           -0.004717
            1090.909           -0.004717
            1093.706           -0.004717
            1096.504           -0.007076
            1099.301           -0.009434
            1102.098           -0.009434
            1104.895           -0.009434
            1107.692           -0.009434
             1110.49           -0.007076
            1113.287           -0.002358
            1116.084           -0.002358
            1118.881                   0
            1121.678                   0
            1124.476            0.002358
            1127.273            0.004717
             1130.07            0.007076
            1132.867            0.009434
            1135.664            0.011792
            1138.462            0.014151
            1141.259            0.014151
            1144.056            0.011792
            1146.853            0.007076
             1149.65            0.004717
            1152.448           -0.004717
            1155.245           -0.009434
            1158.042           -0.014151
            1160.839           -0.021226
            1163.636           -0.021226
            1166.434           -0.018868
            1169.231           -0.016509
            1172.028           -0.014151
            1174.825           -0.009434
            1177.622           -0.007076
             1180.42           -0.002358
            1183.217                   0
            1186.014            0.002358
            1188.811            0.004717
            1191.608            0.007076
            1194.406            0.009434
            1197.203            0.011792
                1200            0.011792
            1202.797            0.009434
            1205.594            0.009434
            1208.392            0.007076
            1211.189            0.004717
            1213.986                   0
            1216.783           -0.004717
             1219.58           -0.009434
            1222.378           -0.009434
            1225.175           -0.009434
            1227.972           -0.004717
            1230.769           -0.004717
            1233.566                   0
            1236.364            0.007076
            1239.161            0.011792
            1241.958            0.021226
            1244.755            0.021226
            1247.552            0.021226
             1250.35            0.014151
            1253.147            0.009434
            1258.741           -0.014151
            1264.336           -0.033019
            1267.133           -0.037736
             1269.93           -0.037736
            1272.727           -0.035377
            1275.525            -0.03066
            1278.322           -0.025943
            1281.119           -0.018868
            1283.916           -0.011792
            1286.713           -0.009434
             1289.51           -0.002358
            1292.308           -0.002358
            1295.105                   0
            1297.902            0.007076
            1300.699            0.014151
            1303.496            0.021226
            1306.294            0.028302
            1309.091            0.035377
            1311.888            0.042453
            1314.685            0.042453
            1317.483            0.040094
             1320.28             0.03066
            1323.077            0.021226
            1325.874            0.014151
            1328.671            0.009434
            1331.469            0.009434
            1334.266            0.009434
            1337.063            0.011792
             1339.86            0.011792
            1342.657            0.011792
            1345.455            0.011792
            1348.252            0.009434
            1351.049            0.007076
            1353.846            0.004717
            1356.643                   0
            1359.441                   0
            1362.238           -0.002358
            1365.035           -0.002358
            1367.832                   0
            1370.629                   0
            1373.427            0.004717
            1376.224            0.007076
            1379.021            0.011792
            1381.818            0.016509
            1384.615            0.021226
            1387.413            0.025943
             1390.21            0.033019
            1393.007            0.037736
            1395.804            0.042453
            1398.601            0.044811
            1401.399            0.049528
            1404.196            0.051887
            1406.993            0.054245
             1409.79            0.054245
            1412.587            0.056604
            1415.385            0.058962
            1418.182            0.061321
            1420.979            0.063679
            1423.776            0.068396
            1426.573            0.068396
            1429.371            0.068396
            1432.168            0.066038
            1434.965            0.066038
            1437.762            0.066038
            1440.559            0.063679
            1443.357            0.063679
            1446.154            0.066038
            1448.951            0.068396
            1451.748            0.070755
            1454.545            0.070755
            1457.343            0.070755
             1460.14            0.068396
            1462.937            0.066038
            1465.734            0.063679
            1468.531            0.061321
            1471.329            0.061321
            1474.126            0.061321
            1476.923            0.063679
             1479.72            0.066038
            1482.517            0.068396
            1485.315            0.070755
            1488.112             0.07783
            1490.909             0.07783
            1493.706             0.07783
            1496.504            0.080189
            1499.301            0.082547
            1502.098            0.082547
            1504.895            0.084906
            1507.692            0.087264
             1510.49            0.089623
            1513.287             0.09434
            1516.084            0.096698
            1518.881            0.101415
            1521.678            0.103774
            1524.476            0.108491
            1527.273            0.113208
             1530.07            0.115566
            1532.867            0.122642
            1535.664            0.129717
            1538.462            0.136793
            1541.259            0.143868
            1544.056            0.153302
            1546.853            0.162736
             1549.65            0.169811
            1552.448            0.179245
            1555.245            0.179245
            1558.042            0.176887
            1560.839             0.17217
            1563.636            0.167453
            1566.434            0.160377
            1569.231            0.153302
            1572.028            0.150943
            1574.825            0.150943
            1577.622            0.150943
             1580.42            0.153302
            1583.217            0.158019
            1586.014            0.162736
            1588.811            0.167453
            1591.608            0.169811
            1594.406             0.17217
            1597.203            0.169811
                1600            0.162736
            1602.797            0.158019
            1605.594            0.150943
            1608.392            0.146226
            1611.189            0.139151
            1613.986            0.132076
            1616.783               0.125
             1619.58            0.115566
            1622.378            0.103774
            1625.175             0.09434
            1627.972             0.07783
            1630.769            0.068396
            1633.566            0.056604
            1636.364            0.044811
            1639.161            0.035377
            1641.958            0.028302
            1644.755            0.021226
            1647.552            0.014151
             1650.35            0.011792
            1653.147            0.011792
            1655.944            0.011792
            1658.741            0.014151
            1661.538            0.016509
            1664.336            0.018868
            1667.133            0.023585
             1669.93            0.025943
            1672.727            0.028302
