#                      Published-Value
#      Spectral-axis           Intensity
#             [km/s]                [Jy]
                50.6                   0
              52.144                   0
              53.688                   0
              55.231                   0
              56.775                   0
              58.319                   0
              59.863                   0
              61.407                   0
               62.95                   0
              64.494                   0
              66.038                   0
              67.582                   0
              69.125                   0
              70.669                   0
              72.213                   0
              73.756                   0
                75.3                   0
              76.844                   0
              78.388                   0
              79.931                   0
              81.475                   0
              83.019                   0
              84.563                   0
              86.106                   0
               87.65                   0
              89.194                   0
              90.738                   0
              92.281                   0
              93.825                   0
              95.369                   0
              96.912                   0
              98.456                   0
                 100             -0.0075
             101.544                   0
             103.087                   0
             104.631                   0
             106.175                   0
             107.719                   0
             109.262                   0
             110.806                   0
              112.35                   0
             113.894                   0
             115.437                   0
             116.981                   0
             118.525                   0
             120.069                   0
             121.612                   0
             123.156                   0
               124.7                   0
             126.244                   0
             127.787                   0
             129.331                   0
             130.875                   0
             132.419                   0
             133.962                   0
             135.506                   0
              137.05                   0
             138.593                   0
             140.137                   0
             141.681                   0
             143.225                   0
             144.768                   0
             146.312                   0
             147.856                   0
               149.4                   0
             150.943                   0
             152.487                   0
             154.031                   0
             155.575                   0
             157.118                   0
             158.662                   0
             160.206                   0
              161.75                   0
             163.293                   0
             164.837                   0
             166.381                   0
             167.925                   0
             169.468                   0
             171.012                   0
             172.556                   0
               174.1                   0
             175.643                   0
             177.187                   0
             178.731                   0
             180.274                   0
             181.818                   0
             183.362                   0
             184.906                   0
             186.449                   0
             187.993                   0
             189.537                   0
             191.081                   0
             192.624                   0
             194.168                   0
             195.712                   0
             197.256                   0
             198.799                   0
             200.343                   0
             201.887                   0
             203.431                   0
             204.974                   0
             206.518                   0
             208.062                   0
             209.606                   0
             211.149                   0
             212.693                   0
             214.237                   0
              215.78                   0
             217.324                   0
             218.868                   0
             220.412                   0
             221.955                   0
             223.499                   0
             225.043                   0
             226.587                   0
              228.13                   0
             229.674                   0
             231.218                   0
             232.762                   0
             234.305                   0
             235.849                   0
             237.393                   0
             238.937                   0
              240.48              0.0075
             242.024                   0
             243.568                   0
             245.112                   0
             246.655                   0
             248.199             -0.0075
             249.743             -0.0075
             251.287             -0.0075
              252.83             -0.0075
             254.374                   0
             255.918                   0
             257.461                   0
             259.005                   0
             260.549                   0
             262.093                   0
             263.636                   0
              265.18                   0
             266.724                   0
             268.268                   0
             269.811                   0
             271.355                   0
             272.899                   0
             274.443                   0
             275.986              0.0075
              277.53              0.0075
             279.074              0.0075
             280.618              0.0151
             282.161              0.0151
             283.705              0.0302
             285.249              0.0075
             286.793              0.0453
             288.336              0.0604
              289.88              0.0679
             291.424              0.0755
             292.967              0.0906
             294.511              0.1132
             296.055              0.1358
             297.599               0.166
             299.142              0.1962
             300.686              0.2264
              302.23              0.2491
             303.774              0.2868
             305.317               0.317
             306.861              0.3472
             308.405              0.3849
             309.949              0.3774
             311.492              0.4755
             313.036              0.5208
              314.58              0.5585
             316.124              0.5962
             317.667              0.6491
             319.211              0.6717
             320.755              0.7019
             322.299              0.7245
             323.842              0.7698
             325.386                 0.8
              326.93              0.8302
             328.474              0.8679
             330.017              0.9057
             331.561              0.9358
             333.105              0.9736
             334.648              1.0038
             336.192               1.034
             337.736              1.0717
              339.28              1.1245
             340.823              1.1698
             342.367              1.2226
             343.911              1.2755
             345.455              1.3358
             346.998              1.4038
             348.542              1.4491
             350.086              1.5094
              351.63              1.5698
             353.173              1.6302
             354.717               1.683
             356.261              1.7434
             357.805              1.8038
             359.348              1.8415
             360.892              1.8793
             362.436              1.9094
              363.98              1.9245
             365.523              1.9321
             367.067              1.9472
             368.611              1.9472
             370.154              1.9623
             371.698              1.9547
             373.242              1.9472
             374.786              1.9245
             376.329              1.8943
             377.873              1.8491
             379.417              1.8189
             380.961              1.7887
             382.504              1.7585
             384.048              1.7208
             385.592              1.6906
             387.136              1.6679
             388.679              1.6226
             390.223              1.5924
             391.767              1.5698
             393.311              1.5321
             394.854              1.5019
             396.398              1.4792
             397.942              1.4566
             399.486               1.434
