#                      Published-Value
#      Spectral-axis           Intensity
#             [km/s]                [Jy]
            -432.729             -0.0105
            -431.231             -0.1321
            -429.724             -0.0113
            -428.221             -0.0117
            -426.719             -0.0121
            -425.216             -0.0126
            -423.719             -0.1342
            -422.216             -0.1346
            -420.714              -0.135
            -419.206             -0.0142
            -417.704             -0.0146
            -416.206             -0.1362
            -414.699             -0.0154
            -413.196             -0.0158
            -411.694             -0.0162
            -410.191             -0.0166
            -408.689              -0.017
            -407.186             -0.0174
            -405.684             -0.0178
            -404.181             -0.0182
            -402.679             -0.0186
            -401.176              -0.019
            -399.674             -0.0194
            -398.176              -0.141
            -396.669             -0.0202
            -395.166             -0.0206
            -393.664              -0.021
            -392.161             -0.0215
            -390.659             -0.0219
            -389.156             -0.0223
            -387.654             -0.0227
            -386.151             -0.0231
            -384.649             -0.0235
            -383.146             -0.0239
            -381.644             -0.0243
            -380.142             -0.0247
            -378.639             -0.0251
            -377.137             -0.0255
            -375.634             -0.0259
            -374.132             -0.0263
            -372.629             -0.0267
            -371.127             -0.0271
            -369.624             -0.0275
            -368.122             -0.0279
            -366.619             -0.0283
            -365.117             -0.0287
            -363.614             -0.0291
            -362.112             -0.0295
            -360.609               -0.03
            -359.107             -0.0304
            -357.604             -0.0308
            -356.102             -0.0312
            -354.599             -0.0316
            -353.097              -0.032
            -351.594             -0.0324
            -350.092             -0.0328
            -348.589             -0.0332
            -347.087             -0.0336
            -345.584              -0.034
            -344.082             -0.0344
            -342.579             -0.0348
            -341.077             -0.0352
            -339.574             -0.0356
            -338.072              -0.036
            -336.569             -0.0364
            -335.067             -0.0368
            -333.564             -0.0372
            -332.062             -0.0376
            -330.559              -0.038
            -329.057             -0.0385
            -327.554             -0.0389
            -326.052             -0.0393
            -324.549             -0.0397
            -323.047             -0.0401
            -321.544             -0.0405
            -320.042             -0.0409
            -318.539             -0.0413
            -317.037             -0.0417
            -315.534             -0.0421
            -314.032             -0.0425
            -312.529             -0.0429
            -311.027             -0.0433
            -309.524             -0.0437
            -308.022             -0.0441
            -306.519             -0.0445
            -305.017             -0.0449
            -303.514             -0.0453
            -302.012             -0.0457
            -300.509             -0.0461
            -299.007             -0.0465
            -297.504              -0.047
            -296.002             -0.0474
            -294.499             -0.0478
            -292.997             -0.0482
            -291.494             -0.0486
            -289.992              -0.049
            -288.489             -0.0494
            -286.987             -0.0498
            -285.484             -0.0502
            -283.982             -0.0506
             -282.48              -0.051
            -280.977             -0.0514
            -279.475             -0.0518
            -277.972             -0.0522
             -276.47             -0.0526
            -274.967              -0.053
            -273.465             -0.0534
            -271.962             -0.0538
             -270.46             -0.0542
            -268.957             -0.0546
            -267.455              -0.055
            -265.952             -0.0554
             -264.45             -0.0559
            -262.947             -0.0563
            -261.445             -0.0567
            -259.942             -0.0571
             -258.44             -0.0575
            -256.937             -0.0579
            -255.435             -0.0583
            -253.932             -0.0587
             -252.43             -0.0591
            -250.927             -0.0595
            -249.425             -0.0599
            -247.922             -0.0603
             -246.42             -0.0607
            -244.917             -0.0611
            -243.415             -0.0615
            -241.912             -0.0619
             -240.41             -0.0623
            -238.907             -0.0627
            -237.405             -0.0631
            -235.902             -0.0635
              -234.4             -0.0639
            -232.897             -0.0644
            -231.395             -0.0648
            -229.892             -0.0652
             -228.39             -0.0656
            -226.887              -0.066
            -225.385             -0.0664
            -223.882             -0.0668
             -222.38             -0.0672
            -220.877             -0.0676
            -219.375              -0.068
            -217.872             -0.0684
             -216.37             -0.0688
            -214.867             -0.0692
            -213.365             -0.0696
            -211.862               -0.07
             -210.36             -0.0704
            -208.857             -0.0708
            -207.355             -0.0712
            -205.852             -0.0716
             -204.35              -0.072
            -202.847             -0.0724
            -201.345             -0.0729
            -199.842             -0.0733
             -198.34             -0.0737
            -196.837             -0.0741
            -195.335             -0.0745
            -193.832             -0.0749
             -192.33             -0.0753
            -190.827             -0.0757
            -189.325             -0.0761
            -187.822             -0.0765
             -186.32             -0.0769
            -184.818             -0.0773
            -183.315             -0.0777
            -181.813             -0.0781
             -180.31             -0.0785
            -178.808             -0.0789
            -177.305             -0.0793
            -175.803             -0.0797
              -174.3             -0.0801
            -172.798             -0.0805
            -171.295             -0.0809
            -169.793             -0.0814
             -168.29             -0.0818
            -166.788             -0.0822
            -165.285             -0.0826
            -163.783              -0.083
             -162.28             -0.0834
            -160.778             -0.0838
            -159.275             -0.0842
            -157.773             -0.0846
             -156.27              -0.085
            -154.768             -0.0854
            -153.265             -0.0858
            -151.763             -0.0862
             -150.26             -0.0866
            -148.758              -0.087
            -147.255             -0.0874
            -145.753             -0.0878
             -144.25             -0.0882
            -142.748             -0.0886
            -141.245              -0.089
            -139.743             -0.0894
             -138.24             -0.0898
            -136.738             -0.0903
            -135.235             -0.0907
            -133.733             -0.0911
             -132.23             -0.0915
            -130.728             -0.0919
            -129.225             -0.0923
            -127.723             -0.0927
             -126.22             -0.0931
            -124.718             -0.0935
            -123.215             -0.0939
            -121.713             -0.0943
             -120.21             -0.0947
            -118.708             -0.0951
            -117.205             -0.0955
            -115.703             -0.0959
              -114.2             -0.0963
            -112.698             -0.0967
            -111.195             -0.0971
            -109.693             -0.0975
             -108.19             -0.0979
            -106.688             -0.0983
            -105.185             -0.0988
            -103.683             -0.0992
             -102.18             -0.0996
            -100.678                -0.1
             -99.175             -0.1004
             -97.673             -0.1008
             -96.171             -0.1012
             -94.668             -0.1016
             -93.165              -0.102
             -91.673             -0.3448
              -90.16             -0.1028
             -88.658             -0.1032
             -87.156             -0.1036
             -85.653              -0.104
              -84.15             -0.1044
             -82.648             -0.1048
             -81.146             -0.1052
             -79.573              1.5913
             -78.065              1.7121
             -76.543              2.1965
             -75.005              3.0446
             -73.468              3.8927
             -71.925               4.862
             -70.382              5.8312
              -68.82              7.2854
             -67.307              7.5274
              -65.79              7.8906
             -64.217              9.5871
             -62.654             11.0413
             -61.066             13.1014
             -59.484             15.0404
             -57.936             16.1309
             -56.398             16.9789
             -54.846             18.1906
             -53.283             19.6448
             -51.745             20.4928
             -50.213             21.2197
              -48.68             21.9466
             -47.153             22.5521
              -45.65             22.5518
             -44.163             22.1878
             -42.675             21.8237
             -41.178             21.7021
             -39.685             21.4593
             -38.193             21.2164
              -36.71             20.7312
             -35.228              20.246
              -33.73             20.1243
             -32.238             19.8815
             -30.746             19.6387
             -29.253             19.3958
             -27.761              19.153
             -26.258             19.1527
             -24.776             18.6674
             -23.293             18.1821
             -21.806             17.8182
             -20.323             17.3328
             -18.836             16.9688
             -17.344              16.726
             -15.851             16.4831
             -14.354             16.3616
             -12.851             16.3612
             -11.359             16.1183
              -9.861             15.9967
              -8.364             15.8752
              -6.861             15.8747
              -5.364             15.7531
              -3.861             15.7527
              -2.359             15.7522
              -0.856             15.7519
               0.681                16.6
               2.194             16.8419
               3.711             17.2052
               5.239             17.8109
               6.817             19.6285
               8.349             20.3554
               9.847             20.2339
              11.445             22.5364
              12.972             23.1421
              14.495             23.6264
              16.022             24.2321
               17.55             24.8378
              19.113             26.2918
               20.67             27.6248
              22.203             28.3517
              23.735             29.0785
              25.278             30.0478
              26.806             30.6535
              28.333              31.259
              29.836             31.2587
              31.313             30.6523
              32.776             29.6821
              34.238              28.712
              35.695             27.6208
              37.168              26.893
              38.645             26.2866
              40.112             25.4378
              41.605             25.1949
              43.107             25.1945
              44.615             25.3154
              46.127             25.5573
              47.635             25.6782
              49.147             25.9202
              50.655             26.0409
              52.157             26.0406
               53.66             26.0402
              55.157             25.9185
               56.66             25.9181
              58.162             25.9178
               59.66             25.7961
              61.162             25.7957
              62.665             25.7954
              64.177             26.0373
                65.7             26.5218
              67.217              26.885
               68.74             27.3694
              70.257             27.7327
              71.775             28.0959
              73.298             28.5803
               74.82             29.0648
              76.348             29.6705
              77.875              30.276
              79.403             30.8817
               80.93             31.4874
              82.453             31.9718
              83.986             32.6987
              85.513             33.3043
              87.046             34.0311
              88.573             34.6368
              90.116             35.6061
              91.629             35.8481
              93.156             36.4537
              94.644             36.0898
              96.181             36.9377
              97.659             36.3313
              99.146             35.9673
             100.633             35.6032
             102.131             35.4816
             103.613             34.9964
             105.096             34.5111
             106.558             33.5411
             108.015             32.4497
             109.448             30.7524
              110.87             28.8127
             112.307             27.2364
             113.744             25.6603
             115.177              23.963
             116.619              22.508
             118.041             20.5683
             119.489             19.2346
             120.916              17.416
             122.348             15.7187
              123.79             14.2638
             125.228             12.6876
             126.665             11.1115
             128.097              9.4141
              129.55              8.2016
             131.012              7.2315
             132.484              6.5039
             133.957              5.7762
             135.424              4.9273
             136.896              4.1997
             138.369               3.472
             139.856               3.108
             141.339              2.6227
             142.826              2.2587
             144.319              2.0158
             145.811               1.773
             147.303              1.5302
             148.801              1.4086
             150.298               1.287
             151.791              1.0441
             153.288              0.9225
             154.786              0.8009
             156.288              0.8005
             157.786              0.6789
             159.288              0.6785
             160.786              0.5569
             162.288              0.5565
             163.786              0.4349
             165.288              0.4345
             166.791               0.434
             168.288              0.3124
             169.791               0.312
             171.293              0.3116
             172.791                0.19
             174.293              0.1896
             175.796              0.1892
             177.298              0.1888
             178.801              0.1884
             180.303               0.188
             181.806              0.1876
             183.308              0.1872
             184.811              0.1868
             186.308              0.0652
             187.816               0.186
             189.318              0.1856
             190.821              0.1852
             192.323              0.1847
             193.821              0.0631
             195.323              0.0627
             196.826              0.0623
             198.328              0.0619
             199.831              0.0615
             201.333              0.0611
             202.836              0.0607
             204.338              0.0603
              205.84              0.0599
             207.343              0.0595
             208.845              0.0591
             210.348              0.0587
              211.85              0.0583
             213.353              0.0579
             214.855              0.0575
             216.353             -0.0642
             217.855             -0.0646
             219.358              -0.065
              220.86             -0.0654
             222.363             -0.0658
             223.865             -0.0662
             225.368             -0.0666
              226.87              -0.067
             228.373             -0.0674
             229.875             -0.0678
             231.378             -0.0682
              232.88             -0.0686
             234.383              -0.069
             235.885             -0.0694
             237.388             -0.0698
              238.89             -0.0702
             240.393             -0.0706
             241.895              -0.071
             243.398             -0.0714
               244.9             -0.0718
             246.403             -0.0722
             247.905             -0.0726
             249.408             -0.0731
              250.91             -0.0735
             252.413             -0.0739
             253.915             -0.0743
             255.418             -0.0747
              256.92             -0.0751
             258.423             -0.0755
              259.93              0.0453
             261.433              0.0449
              262.93             -0.0767
             264.433             -0.0771
             265.935             -0.0775
             267.443              0.0433
             268.945              0.0429
             270.443             -0.0787
             271.945             -0.0791
             273.453              0.0417
             274.955              0.0413
