#                      Published-Value
#      Spectral-axis           Intensity
#             [km/s]                [Jy]
             257.348           0.0479832
             270.563          -0.0261495
             283.778           0.0517191
             296.995          -0.0464136
             310.213           0.0122257
             323.432            0.300427
             336.653             2.32959
             349.874             8.08461
             363.097             11.3173
             376.321             9.83443
             389.546              8.8149
             402.772             8.29455
                 416             8.71101
             429.228             8.92126
             442.458             9.37796
             455.689              7.7609
             468.921              2.8597
             482.154            0.128882
             495.388           0.0460354
             508.624          -0.0584807
             521.861           0.0508874
             535.098          -0.0580042
             548.338          -0.0084746
             561.578           0.0566975
             574.819           0.0232134
             588.062          -0.0198842
             601.305         -0.00683817
              614.55         -0.00329878
             627.796         -0.00740081
             641.043           0.0234399
             654.292          -0.0164998
             667.541          -0.0133905
             680.792          -0.0405591
             694.044          -0.0245348
             707.297          -0.0433084
             720.551         -0.00360652
             733.807           0.0492983
             747.063            0.031242
             760.321           0.0137604
              773.58         -0.00748736
              786.84           0.0360899
