#                      Published-Value
#      Spectral-axis           Intensity
#             [km/s]               [Jy] 
              3293.5           0.006432
              3288.3           0.007892
                3283           0.002189
              3277.7          -0.003189
              3272.5          -0.002180
              3267.2           0.003061
              3261.9           0.006534
              3256.7           0.004592
              3251.4           0.000473
              3246.1          -0.002431
              3240.9          -0.001583
              3235.6           0.003799
              3230.3           0.005463
              3225.1           0.000321
              3219.8          -0.000865
              3214.6           0.000141
              3209.3          -0.006063
                3204          -0.006574
              3198.8           0.000330
              3193.5           0.002408
              3188.2          -0.001008
                3183          -0.002357
              3177.7           0.000041
              3172.4          -0.001528
              3167.2          -0.002830
              3161.9          -0.002722
              3156.7          -0.002508
              3151.4          -0.002351
              3146.1          -0.004049
              3140.9          -0.004842
              3135.6          -0.005220
              3130.4          -0.006610
              3125.1          -0.003895
              3119.8          -0.003920
              3114.6          -0.006258
              3109.3          -0.003450
                3104           0.002494
              3098.8           0.007579
              3093.5           0.007106
              3088.3           0.001931
                3083           0.000261
              3077.8           0.002603
              3072.5           0.002180
              3067.2          -0.000006
                3062           0.001134
              3056.7           0.002883
              3051.5           0.000007
              3046.2          -0.002565
              3040.9           0.003004
              3035.7           0.006524
              3030.4           0.002237
              3025.2           0.000699
              3019.9           0.004316
              3014.7           0.006634
              3009.4           0.008291
              3004.1           0.007851
              2998.9           0.005791
              2993.6           0.002167
              2988.4          -0.002980
              2983.1          -0.003402
              2977.9          -0.000131
              2972.6           0.001872
              2967.3           0.002356
              2962.1           0.001257
              2956.8           0.000193
              2951.6          -0.001845
              2946.3          -0.002262
              2941.1          -0.001447
              2935.8          -0.003096
              2930.6          -0.005634
              2925.3          -0.004484
              2920.1          -0.003822
              2914.8          -0.003659
              2909.5           0.003999
              2904.3           0.009701
                2899           0.001846
              2893.8          -0.003052
              2888.5          -0.000130
              2883.3          -0.001453
                2878          -0.004128
              2872.8          -0.004481
              2867.5          -0.004481
              2862.3          -0.004220
                2857          -0.004309
              2851.8          -0.005952
              2846.5          -0.006527
              2841.3           0.000717
                2836           0.008204
              2830.8           0.006869
              2825.5           0.003057
              2820.3           0.004374
                2815           0.004604
              2809.8          -0.000664
              2804.5          -0.002061
              2799.3           0.001424
                2794           0.002182
              2788.8           0.003181
              2783.5           0.003724
              2778.3          -0.002079
                2773          -0.005326
              2767.8           0.002131
              2762.5           0.002944
              2757.3          -0.003523
                2752          -0.002520
              2746.8          -0.002179
              2741.5          -0.002633
              2736.3           0.003550
                2731           0.008655
              2725.8           0.008785
              2720.5           0.005412
              2715.3           0.001198
              2710.1          -0.001921
              2704.8           0.000325
              2699.6           0.003709
              2694.3           0.002939
              2689.1           0.001859
              2683.8           0.001698
              2678.6          -0.000995
              2673.3          -0.001565
              2668.1           0.000287
              2662.8          -0.002041
              2657.6          -0.004559
              2652.4          -0.001786
              2647.1          -0.001315
              2641.9          -0.001130
              2636.6           0.002272
              2631.4           0.005472
              2626.1           0.003002
              2620.9          -0.002042
              2615.6          -0.002338
              2610.4           0.001277
              2605.2           0.001871
              2599.9          -0.001729
              2594.7          -0.001226
              2589.4           0.005732
              2584.2           0.008373
              2578.9           0.004521
              2573.7          -0.001183
              2568.5           0.000200
              2563.2           0.004428
                2558           0.003691
              2552.7           0.002891
              2547.5           0.000501
              2542.3          -0.004221
                2537          -0.003429
              2531.8          -0.002441
              2526.5          -0.002839
              2521.3           0.000102
              2516.1           0.005657
              2510.8           0.007810
              2505.6           0.004927
              2500.3           0.002879
              2495.1          -0.001592
              2489.9          -0.009227
              2484.6          -0.010313
              2479.4          -0.006349
              2474.1          -0.001048
              2468.9           0.001404
              2463.7          -0.001614
              2458.4          -0.001831
              2453.2           0.003719
                2448           0.004576
              2442.7           0.006243
              2437.5           0.005669
              2432.2          -0.003869
                2427          -0.007147
              2421.8          -0.002677
              2416.5          -0.003242
              2411.3          -0.004205
              2406.1          -0.001085
              2400.8           0.000836
              2395.6           0.002187
              2390.4           0.004140
              2385.1           0.004646
              2379.9           0.003371
              2374.7           0.001186
              2369.4           0.000851
              2364.2          -0.000892
              2358.9          -0.000952
              2353.7           0.002517
              2348.5           0.002200
              2343.2           0.001596
                2338           0.005735
              2332.8           0.008020
              2327.5           0.004551
              2322.3           0.000914
              2317.1           0.000369
              2311.8          -0.003191
              2306.6          -0.003481
              2301.4          -0.001445
              2296.2          -0.002179
              2290.9          -0.001421
              2285.7          -0.002820
              2280.5          -0.002029
              2275.2           0.001761
                2270          -0.002148
              2264.8          -0.006757
              2259.5          -0.004833
              2254.3           0.001104
              2249.1           0.006708
              2243.8           0.006329
              2238.6           0.003359
              2233.4          -0.000350
              2228.1           0.000092
              2222.9           0.004851
              2217.7           0.005208
              2212.5           0.003871
              2207.2           0.005326
                2202           0.002704
              2196.8          -0.003395
              2191.5          -0.005127
              2186.3          -0.003277
              2181.1          -0.003891
              2175.9          -0.002873
              2170.6          -0.000681
              2165.4          -0.006932
              2160.2          -0.007523
                2155          -0.001256
              2149.7           0.003395
              2144.5           0.001858
              2139.3          -0.002416
                2134          -0.006625
              2128.8          -0.005909
              2123.6          -0.004206
              2118.4          -0.002364
              2113.1           0.000560
              2107.9           0.006196
              2102.7           0.006133
              2097.5           0.000664
              2092.2          -0.001950
                2087          -0.000853
              2081.8           0.005749
              2076.6           0.009194
              2071.3           0.004434
              2066.1           0.000761
              2060.9           0.000269
              2055.7          -0.000759
              2050.4          -0.001412
              2045.2           0.000297
                2040          -0.000163
              2034.8          -0.000537
              2029.5           0.001461
              2024.3           0.002459
              2019.1          -0.001719
              2013.9          -0.005921
              2008.7          -0.002794
              2003.4          -0.000642
              1998.2          -0.000636
                1993           0.000381
              1987.8          -0.001912
              1982.6          -0.002002
              1977.3          -0.002852
              1972.1          -0.006709
              1966.9          -0.006541
              1961.7          -0.004807
              1956.4          -0.005539
              1951.2          -0.002541
                1946           0.005171
              1940.8           0.007842
              1935.6           0.003071
              1930.3          -0.000974
              1925.1          -0.001648
              1919.9           0.001444
              1914.7           0.002822
              1909.5           0.003012
              1904.3           0.000783
                1899          -0.001937
              1893.8           0.000188
              1888.6          -0.001571
